Song File,Song Duration,Valence Score,Arousal Score,Condition
Clips/PV_LA_1.wav,55.0,23.0,47.0,PV_LA
Clips/PV_LA_7.wav,54.0,76.0,81.0,PV_LA
Clips/NV_LA_3.wav,50.0,23.0,14.0,NV_LA
Clips/NV_LA_6.wav,60.0,-70.0,-57.0,NV_LA
Clips/NV_LA_2.wav,51.0,-32.0,12.0,NV_LA
Clips/NV_HA_6.wav,50.0,-73.0,-48.0,NV_HA
Clips/PV_HA_1.wav,49.0,88.0,66.0,PV_HA
Clips/NV_HA_7.wav,48.0,-77.0,-10.0,NV_HA
Clips/NV_HA_1.wav,46.0,-35.0,16.0,NV_HA
Clips/PV_HA_3.wav,56.0,76.0,67.0,PV_HA
Clips/PV_HA_6.wav,47.0,87.0,83.0,PV_HA
Clips/NV_HA_2.wav,51.0,48.0,39.0,NV_HA
Clips/NV_LA_4.wav,65.0,-41.0,-17.0,NV_LA
Clips/NV_HA_5.wav,56.0,-49.0,12.0,NV_HA
Clips/PV_LA_6.wav,58.0,59.0,34.0,PV_LA
Clips/NV_HA_3.wav,48.0,-58.0,27.0,NV_HA
Clips/PV_LA_5.wav,59.0,56.0,38.0,PV_LA
Clips/NV_LA_7.wav,57.0,-21.0,-35.0,NV_LA
Clips/PV_LA_4.wav,57.0,58.0,19.0,PV_LA
Clips/PV_LA_2.wav,50.0,-54.0,-25.0,PV_LA
Clips/NV_HA_4.wav,45.0,-59.0,52.0,NV_HA
Clips/NV_LA_5.wav,60.0,-53.0,-27.0,NV_LA
Clips/PV_HA_2.wav,44.0,32.0,58.0,PV_HA
Clips/PV_LA_3.wav,60.0,35.0,-9.0,PV_LA
Clips/PV_HA_7.wav,54.0,31.0,25.0,PV_HA
Clips/NV_LA_1.wav,62.0,-60.0,-80.0,NV_LA
Clips/PV_HA_4.wav,48.0,83.0,87.0,PV_HA
Clips/PV_HA_8.wav,45.0,70.0,39.0,PV_HA
