Song File,Song Duration,Valence Score,Arousal Score,Condition
Clips/PV_LA_4.wav,57.0,38.0,-54.0,PV_LA
Clips/PV_HA_1.wav,49.0,65.0,-57.0,PV_HA
Clips/PV_LA_6.wav,58.0,99.0,27.0,PV_LA
Clips/PV_HA_4.wav,48.0,-26.0,-26.0,PV_HA
Clips/PV_HA_3.wav,56.0,97.0,95.0,PV_HA
Clips/NV_LA_3.wav,50.0,-25.0,-63.0,NV_LA
Clips/PV_HA_7.wav,54.0,-38.0,-75.0,PV_HA
Clips/PV_LA_3.wav,60.0,-48.0,-50.0,PV_LA
Clips/NV_HA_3.wav,48.0,-92.0,71.0,NV_HA
Clips/NV_HA_7.wav,48.0,-84.0,87.0,NV_HA
Clips/NV_HA_6.wav,50.0,-21.0,-98.0,NV_HA
Clips/PV_LA_5.wav,59.0,25.0,-20.0,PV_LA
Clips/PV_HA_8.wav,45.0,0,-68.0,PV_HA
Clips/NV_HA_2.wav,51.0,55.0,-98.0,NV_HA
Clips/NV_LA_6.wav,60.0,100.0,40.0,NV_LA
Clips/PV_LA_2.wav,50.0,68.0,-19.0,PV_LA
Clips/PV_LA_1.wav,55.0,57.0,-19.0,PV_LA
Clips/NV_HA_4.wav,45.0,-41.0,60.0,NV_HA
Clips/NV_LA_7.wav,57.0,100.0,43.0,NV_LA
Clips/NV_HA_1.wav,46.0,84.0,-49.0,NV_HA
Clips/NV_LA_2.wav,51.0,95.0,16.0,NV_LA
Clips/PV_HA_2.wav,44.0,-23.0,18.0,PV_HA
Clips/PV_LA_7.wav,54.0,93.0,-59.0,PV_LA
Clips/PV_HA_6.wav,47.0,100.0,97.0,PV_HA
Clips/NV_HA_5.wav,56.0,100.0,100.0,NV_HA
Clips/NV_LA_5.wav,60.0,88.0,-72.0,NV_LA
Clips/NV_LA_4.wav,65.0,99.0,-2.0,NV_LA
Clips/NV_LA_1.wav,62.0,97.0,75.0,NV_LA
